t_since_mm,treatment_id,y_wetmass_mg,wetmass_mg,pretreatment_24D,num_sample
16.0,3,1.0537750602391032,171.09533549701874,0.3,75
26.0,1,1.0,240.5686107236388,0.0,75
26.0,2,0.9958676689466184,239.57450158307665,0.03,75
26.0,3,0.8603404908527585,206.97091663374158,0.3,75
16.0,1,1.0,166.72604403375846,0.0,76
16.0,2,1.02482443599594,170.8649240427307,0.03,76
16.0,3,0.9757882610893788,162.68931658601235,0.3,76
26.0,1,1.0,242.9850929830248,0.0,76
26.0,2,0.9844220551718479,239.19988461047188,0.03,76
26.0,3,0.8918746060753161,216.71223408640935,0.3,76
16.0,1,0.9999999999999997,167.88856319913913,0.0,77
16.0,2,1.0790152452427486,181.15431919377178,0.03,77
16.0,3,1.0472578684708576,175.8226188365653,0.3,77
26.0,1,0.9999999999999998,264.26919091469205,0.0,77
26.0,2,0.827998289746367,218.81443811002117,0.03,77
26.0,3,0.653613088719063,172.7298021270396,0.3,77
16.0,1,1.0,157.72599926323645,0.0,78
16.0,2,1.187025076697402,187.2247163726176,0.03,78
16.0,3,0.9516315783926833,150.0970416324369,0.3,78
26.0,1,1.0,252.61098841474822,0.0,78
26.0,2,0.7959396520505625,201.06310222298336,0.03,78
26.0,3,0.7910979305936211,199.84003018011646,0.3,78
16.0,1,0.9999999999999997,185.67337979471148,0.0,79
16.0,2,0.90244735968932,167.56045136032975,0.03,79
16.0,3,0.8543969803889615,158.63877503521425,0.3,79
26.0,1,1.0,205.72943583458505,0.0,79
26.0,2,1.2646340851634716,260.1724568778676,0.03,79
26.0,3,1.0389000555750245,213.73232232196884,0.3,79
16.0,1,1.0000000000000002,163.75811284327546,0.0,80
16.0,2,1.063433535428321,174.14586889599437,0.03,80
16.0,3,0.9760284183196118,159.83257186542667,0.3,80
26.0,1,1.0,237.5662738603928,0.0,80
26.0,2,0.9421542106841804,223.82406523412024,0.03,80
26.0,3,0.9394884792501459,223.19077735022415,0.3,80
16.0,1,0.9999999999999998,189.16525883437492,0.0,81
16.0,2,1.0029379403731418,189.72101508550028,0.03,81
16.0,3,0.8603678425997152,162.75170563814785,0.3,81
26.0,1,1.0,226.21909665116058,0.0,81
26.0,2,1.0324627483924231,233.56279026730846,0.03,81
26.0,3,0.9762993523762376,220.8575575556656,0.3,81
16.0,1,0.9999999999999998,188.51660115833118,0.0,82
16.0,2,0.8663284955456625,163.31730346687874,0.03,82
16.0,3,0.7929496217122902,149.4841675749854,0.3,82
26.0,1,1.0000000000000002,204.6526220530162,0.0,82
26.0,2,1.2291768601439643,251.55426739535588,0.03,82
