C_W_1,t_exp_G42,t_exp_G46,dt_mt,wetmass_G42_mg,wetmass_G46_mg,num_sample
3.0,15.7,21.2,5.5,343.62581585680664,170.81364687390115,49
30.0,24.9,40.6,15.7,155.78637025610215,21.294459999898343,49
0.0,15.3,20.5,5.2,343.77273250334,181.7121467788241,50
0.03,16.7,22.3,5.6,342.4754275276218,170.356370531987,50
0.3,16.8,22.0,5.2,341.86116183207935,180.31360715175887,50
3.0,16.7,22.2,5.5,342.3360151417669,173.0629257081422,50
30.0,18.7,34.1,15.4,177.6220575797238,24.44846032819772,50
0.0,15.6,20.8,5.2,343.1928855457496,182.11125279470647,51
0.03,14.7,19.7,5.0,344.0121761101359,186.77890461403643,51
0.3,18.2,23.6,5.4,340.0760877807166,170.2629622819525,51
3.0,16.1,21.0,4.9,342.34833026211163,189.82071731567012,51
30.0,17.9,33.1,15.2,178.97381790946923,24.567086802037927,51
0.0,15.4,20.5,5.1,343.12857166646967,178.7542379000563,52
0.03,14.1,19.3,5.2,345.5851668222134,186.70587052148977,52
0.3,17.1,22.4,5.3,341.6010919864294,176.8164062283833,52
3.0,15.2,20.8,5.6,344.5394254895836,173.23069120112277,52
30.0,20.9,36.1,15.2,167.65748693316397,23.535675268485797,52
0.0,14.4,19.6,5.2,344.60762172523346,176.32033462571698,53
0.03,14.9,20.2,5.3,344.2524168792428,176.34876191917243,53
0.3,15.6,20.8,5.2,343.8394688271718,187.84717931717353,53
3.0,14.5,19.7,5.2,344.68270857825325,177.57439266293864,53
30.0,20.2,35.2,15.0,168.23417780131032,24.390509564742192,53
0.0,13.8,18.9,5.1,345.53665569470456,187.118858165315,54
0.03,16.5,21.6,5.1,341.9419429543826,181.37413972222694,54
0.3,15.9,21.2,5.3,342.8201427416615,176.8874505463419,54
3.0,16.2,21.4,5.2,342.6537910381,185.17210287701081,54
30.0,18.8,33.8,15.0,173.1717344440029,24.834006474695588,54
0.0,16.5,21.8,5.3,342.1696993763615,177.89635544909692,55
0.03,13.8,19.1,5.3,345.9026576139989,176.12224182942748,55
0.3,13.9,19.1,5.2,345.6890841183725,185.338408678292,55
3.0,15.2,20.8,5.6,344.17871794263266,171.81631614350013,55
30.0,23.5,38.7,15.2,157.64956472936183,22.732165866900985,55
0.0,18.1,23.6,5.5,340.26557500835884,169.83654464433124,56
0.03,15.2,20.4,5.2,343.9201020146409,181.93153352404366,56
0.3,15.5,20.6,5.1,343.2649297228869,182.75251846187714,56
3.0,14.9,20.1,5.2,344.27891993742526,176.24140391380948,56
30.0,21.1,36.2,15.1,165.33910573733982,23.263785390252217,56
0.0,14.7,20.0,5.3,344.6169272154897,178.9740430378253,57
0.03,16.0,21.2,5.2,342.7645627414371,182.5753299376335,57
0.3,16.1,21.4,5.3,342.6209757554963,174.23961987793643,57
3.0,17.3,22.8,5.5,341.24287997369976,164.8693278769967,57
30.0,18.5,33.7,15.2,180.74421127143228,25.285936456323295,57
0.0,14.6,19.6,5.0,344.2869177511685,188.58044442203166,58
0.03,15.0,20.0,5.0,343.76323959109385,182.18918255991832,58
0.3,16.6,22.0,5.4,342.38980595510634,176.2075572530908,58
3.0,16.1,21.4,5.3,342.9292590744545,181.96828676890914,58
30.0,20.2,35.4,15.2,169.98380761158367,23.513135438340523,58
0.0,12.5,17.7,5.2,347.63711430414327,190.44089501628167,59
0.03,18.6,24.2,5.6,339.959956000491,167.1369783939811,59
0.3,14.9,20.2,5.3,344.72384746407135,183.82035726633288,59
3.0,15.3,20.5,5.2,343.43297570608286,175.75596114743865,59
30.0,21.8,36.9,15.1,162.10752645815538,22.766445418146404,59
0.0,15.6,20.9,5.3,343.37057867131966,178.10803563399872,60
0.03,15.4,20.7,5.3,343.51363474257107,174.52109883789538,60
0.3,16.1,21.4,5.3,343.1238448456189,179.56945851783493,60
3.0,14.2,19.4,5.2,345.03520130581296,174.20039536394628,60
30.0,18.0,33.3,15.3,178.6302408214895,24.53290079298366,60
0.0,15.6,20.8,5.2,343.0062785676937,172.40044148155437,61
0.03,14.2,19.5,5.3,345.2626597682204,180.48820110211494,61
0.3,15.4,20.7,5.3,343.93295423592724,182.70267973542246,61
3.0,13.0,18.1,5.1,346.7967278604909,189.65419465100985,61
30.0,19.5,34.7,15.2,175.5387371330847,24.816830721361878,61
0.0,15.3,20.5,5.2,343.8488949282435,184.19896695332994,62
0.03,17.4,22.6,5.2,341.2435859912202,179.89703270859965,62
0.3,15.1,20.6,5.5,344.1630471134332,171.6924950579657,62
3.0,14.7,19.7,5.0,343.8861972813619,177.29110943966586,62
30.0,21.5,36.7,15.2,163.84816632827904,22.81908732172227,62
0.0,15.1,20.2,5.1,343.93279548263274,181.489520345863,63
0.03,13.7,18.9,5.2,345.93044272111774,187.62733657156258,63
0.3,16.0,21.3,5.3,342.7656537385045,178.0667269175329,63
3.0,15.6,21.0,5.4,343.66142089825485,180.19301457385046,63
30.0,22.4,38.0,15.6,166.87620659356566,23.272950984607515,63
0.0,13.9,19.0,5.1,345.10390549846824,182.36107069771523,64
0.03,15.1,20.3,5.2,344.35620898137273,186.90454057669743,64
0.3,15.9,21.2,5.3,343.0991074638879,180.83405312571654,64
3.0,15.8,21.0,5.2,342.95307505337684,179.46011851238333,64
30.0,21.4,36.8,15.4,169.36101387662637,24.007315093051922,64
0.0,15.5,20.9,5.4,343.5708563439167,173.73550027604298,65
0.03,14.9,20.1,5.2,343.9949209706885,178.59153878525336,65
0.3,15.2,20.4,5.2,343.33944401894735,176.92745688640156,65
3.0,16.9,22.5,5.6,342.25943086210367,170.75768839292735,65
30.0,19.6,34.7,15.1,170.4478315310856,23.385383275783543,65
0.0,16.1,21.3,5.2,342.5954487547989,182.78858293087723,66
0.03,14.0,19.1,5.1,345.0859854923395,179.52970681625825,66
0.3,15.8,20.9,5.1,342.96491623416694,184.35817628625392,66
3.0,14.8,20.1,5.3,344.52690602452816,179.3844287654831,66
30.0,21.9,37.0,15.1,161.0482942793318,22.65787973998487,66
0.0,13.7,18.9,5.2,345.818079793563,180.1970608899482,67
0.03,18.2,23.6,5.4,340.1079756697061,169.3098630488902,67
0.3,16.7,22.2,5.5,341.92799837268274,168.58983404502598,67
3.0,14.7,20.0,5.3,344.391128797878,173.52690273064303,67
30.0,18.3,33.6,15.3,177.58685619584145,24.020693279632603,67
0.0,16.3,21.5,5.2,342.09865979825037,173.3566897210872,68
0.03,14.2,19.2,5.0,344.8761797224061,190.66067711234638,68
