spc.dI_max_juv,spc.eta_AS_juv,spc.H_p,spc.k_J_juv,spc.eta_AR,weight,loss
2.0031073876647465,0.09280258332863146,1909.8773772161658,0.02,0.3145623115100838,0.014006173175870112,0.009553846812434893
2.305599161250078,0.06632665259069417,2072.600691737172,0.02,0.44476891321872036,0.011523690290383085,0.007929120317184074
2.057505669746938,0.08893997568709186,2076.494955478216,0.02,0.5567897973854341,0.012625044227525231,0.018740422671805486
2.122249370343928,0.09346468137570418,1960.590207261649,0.02,0.4034509352447276,0.016323561170401128,0.0021112434465882304
2.325738076246416,0.06960506619623934,2149.6717507318076,0.02,0.41047162742345394,0.012166539399378059,0.021161714518743078
2.2115019205276147,0.07650469906949785,1861.9602724140482,0.02,0.4473367490959492,0.011677818031452465,0.008486089812775634
1.9945722580519534,0.09252497419607986,1670.4262796923908,0.02,0.40719846443944174,0.015193758550807334,0.014017213035740222
2.1863374855395197,0.100455769482874,1925.1005611887695,0.02,0.4487538197856551,0.013861408075081377,0.01958448380576336
2.310092801488715,0.07078505298735074,1399.668638643435,0.02,0.15284101700052177,0.0005707348226063978,0.01462432553102737
1.8810224326171527,0.08741477225538227,1555.9090026353895,0.02,0.2593800747270421,0.013636251367988154,0.013320101347036211
2.2367350120974856,0.09136362064803591,1874.4952610367336,0.02,0.4167795617364988,0.010429077015443235,0.01912009578327028
2.305202379887187,0.07021756731504536,1377.7309145590898,0.02,0.17636087984216567,0.0004508059967230086,0.018127905196845148
2.358694444546617,0.04965686665781624,2270.516081547878,0.02,0.45084486714865896,0.008751816204527231,0.015357988660031898
2.130019070824493,0.08885263549340894,1767.9594083247696,0.02,0.4586155775010163,0.01098335519206705,0.008869951895155914
